Time (elapsed) ,ECG (mV),Resp C (mV),Resp A (mV),Resp N (mV), SpO2 (mV)
00:00:14.450,-0.135,-0.137,-0.271,0.201,98.000
00:00:14.460,-0.140,-0.138,-0.270,0.202,98.000
00:00:14.470,-0.120,-0.139,-0.270,0.203,98.000
00:00:14.480,-0.115,-0.140,-0.269,0.203,98.000
00:00:14.490,-0.085,-0.142,-0.269,0.204,98.000
00:00:14.500,-0.080,-0.143,-0.269,0.205,98.000
00:00:14.510,-0.045,-0.133,-0.277,0.206,98.000
00:00:14.520,-0.030,-0.122,-0.285,0.207,98.000
00:00:14.530,0.005,-0.112,-0.293,0.208,98.000
00:00:14.540,0.020,-0.102,-0.301,0.209,98.000
00:00:14.550,0.055,-0.092,-0.309,0.209,98.000
00:00:14.560,0.085,-0.089,-0.313,0.210,98.000
00:00:14.570,0.145,-0.086,-0.317,0.211,98.000
00:00:14.580,0.175,-0.084,-0.321,0.212,98.000
00:00:14.590,0.205,-0.081,-0.326,0.213,98.000
00:00:14.600,0.215,-0.078,-0.330,0.214,98.000
00:00:14.610,0.235,-0.084,-0.327,0.215,98.000
00:00:14.620,0.240,-0.090,-0.325,0.215,98.000
00:00:14.630,0.245,-0.095,-0.322,0.216,98.000
00:00:14.640,0.235,-0.101,-0.319,0.217,98.000
00:00:14.650,0.215,-0.107,-0.317,0.217,98.000
00:00:14.660,0.180,-0.100,-0.319,0.218,98.000
00:00:14.670,0.145,-0.094,-0.321,0.219,98.000
00:00:14.680,0.095,-0.087,-0.324,0.220,98.000
00:00:14.690,0.055,-0.081,-0.326,0.221,98.000
00:00:14.700,0.015,-0.074,-0.329,0.221,98.000
00:00:14.710,0.010,-0.077,-0.328,0.222,98.000
00:00:14.720,-0.015,-0.080,-0.327,0.223,98.000
00:00:14.730,-0.010,-0.083,-0.326,0.223,98.000
00:00:14.740,-0.010,-0.085,-0.325,0.224,98.000
00:00:14.750,-0.010,-0.088,-0.324,0.225,98.000
00:00:14.760,-0.015,-0.091,-0.324,0.226,98.000
00:00:14.770,-0.005,-0.095,-0.324,0.226,98.000
00:00:14.780,0.000,-0.098,-0.323,0.227,98.000
00:00:14.790,0.000,-0.101,-0.323,0.227,98.000
00:00:14.800,-0.005,-0.104,-0.323,0.228,98.000
00:00:14.810,-0.015,-0.100,-0.324,0.229,98.000
00:00:14.820,-0.015,-0.095,-0.325,0.229,98.000
00:00:14.830,-0.020,-0.091,-0.326,0.230,98.000
00:00:14.840,-0.025,-0.086,-0.327,0.230,98.000
00:00:14.850,-0.040,-0.082,-0.328,0.231,98.000
00:00:14.860,-0.055,-0.093,-0.324,0.231,98.000
00:00:14.870,-0.050,-0.104,-0.320,0.232,98.000
00:00:14.880,-0.055,-0.116,-0.316,0.232,98.000
00:00:14.890,-0.050,-0.127,-0.312,0.233,98.000
00:00:14.900,-0.070,-0.138,-0.307,0.233,98.000
00:00:14.910,-0.070,-0.136,-0.310,0.233,98.000
00:00:14.920,-0.070,-0.133,-0.313,0.234,98.000
00:00:14.930,-0.080,-0.131,-0.316,0.234,98.000
00:00:14.940,-0.070,-0.128,-0.319,0.235,98.000
00:00:14.950,-0.075,-0.126,-0.322,0.235,98.000
00:00:14.960,-0.075,-0.120,-0.323,0.235,98.000
00:00:14.970,-0.080,-0.115,-0.324,0.235,98.000
00:00:14.980,-0.075,-0.109,-0.326,0.236,98.000
00:00:14.990,-0.085,-0.104,-0.327,0.236,98.000
00:00:15.000,-0.075,-0.099,-0.328,0.236,98.000
00:00:15.010,-0.075,-0.101,-0.325,0.236,98.000
00:00:15.020,-0.075,-0.103,-0.323,0.237,98.000
00:00:15.030,-0.080,-0.106,-0.321,0.237,98.000
00:00:15.040,-0.085,-0.108,-0.319,0.237,98.000
00:00:15.050,-0.090,-0.111,-0.316,0.238,98.000
00:00:15.060,-0.075,-0.101,-0.319,0.237,98.000
00:00:15.070,-0.080,-0.091,-0.321,0.237,98.000
00:00:15.080,-0.075,-0.081,-0.324,0.237,98.000
00:00:15.090,-0.100,-0.071,-0.326,0.237,98.000
00:00:15.100,-0.095,-0.061,-0.329,0.237,98.000
00:00:15.110,-0.080,-0.062,-0.328,0.236,98.000
00:00:15.120,-0.085,-0.063,-0.327,0.235,98.000
00:00:15.130,-0.075,-0.063,-0.326,0.234,98.000
00:00:15.140,-0.025,-0.064,-0.325,0.233,98.000
00:00:15.150,0.030,-0.064,-0.325,0.232,98.000
00:00:15.160,0.020,-0.063,-0.325,0.231,98.000
00:00:15.170,0.085,-0.062,-0.324,0.230,98.000
00:00:15.180,0.150,-0.061,-0.324,0.229,98.000
00:00:15.190,0.105,-0.060,-0.324,0.227,98.000
00:00:15.200,0.025,-0.059,-0.324,0.226,98.000
00:00:15.210,-0.040,-0.061,-0.323,0.225,98.000
00:00:15.220,-0.035,-0.063,-0.323,0.223,98.000
00:00:15.230,-0.150,-0.064,-0.323,0.222,98.000
00:00:15.240,-0.200,-0.066,-0.323,0.220,98.000
00:00:15.250,-0.210,-0.068,-0.322,0.219,98.000
00:00:15.260,-0.195,-0.070,-0.322,0.217,98.000
00:00:15.270,-0.195,-0.073,-0.322,0.216,98.000
00:00:15.280,-0.225,-0.076,-0.322,0.214,98.000
00:00:15.290,0.095,-0.079,-0.322,0.213,98.000
00:00:15.300,0.835,-0.082,-0.322,0.211,98.000
00:00:15.310,1.390,-0.077,-0.321,0.210,98.000
00:00:15.320,0.585,-0.073,-0.321,0.209,98.000
00:00:15.330,-0.350,-0.068,-0.320,0.208,98.000
00:00:15.340,-0.685,-0.064,-0.320,0.207,98.000
00:00:15.350,-0.505,-0.059,-0.320,0.205,98.000
00:00:15.360,-0.235,-0.060,-0.318,0.205,98.000
00:00:15.370,-0.160,-0.061,-0.317,0.204,98.000
00:00:15.380,-0.150,-0.062,-0.316,0.204,98.000
00:00:15.390,-0.150,-0.063,-0.314,0.203,98.000
00:00:15.400,-0.135,-0.065,-0.313,0.203,98.000
00:00:15.410,-0.140,-0.070,-0.314,0.203,98.000
00:00:15.420,-0.120,-0.074,-0.315,0.203,98.000
00:00:15.430,-0.100,-0.080,-0.316,0.204,98.000
00:00:15.440,-0.075,-0.085,-0.317,0.204,98.000
00:00:15.450,-0.060,-0.090,-0.318,0.204,98.000
00:00:15.460,-0.035,-0.092,-0.320,0.205,98.000
00:00:15.470,-0.015,-0.094,-0.323,0.205,98.000
00:00:15.480,0.010,-0.096,-0.326,0.205,98.000
00:00:15.490,0.035,-0.098,-0.328,0.206,98.000
00:00:15.500,0.070,-0.101,-0.331,0.206,98.000
00:00:15.510,0.100,-0.103,-0.331,0.207,98.000
00:00:15.520,0.140,-0.106,-0.331,0.207,98.000
00:00:15.530,0.170,-0.108,-0.332,0.208,98.000
00:00:15.540,0.210,-0.111,-0.332,0.209,98.000
00:00:15.550,0.230,-0.113,-0.332,0.209,98.000
00:00:15.560,0.250,-0.116,-0.331,0.210,98.000
00:00:15.570,0.260,-0.119,-0.330,0.211,98.000
00:00:15.580,0.260,-0.122,-0.329,0.212,98.000
00:00:15.590,0.260,-0.124,-0.328,0.213,98.000
00:00:15.600,0.235,-0.127,-0.327,0.214,98.000
00:00:15.610,0.200,-0.122,-0.329,0.215,98.000
00:00:15.620,0.155,-0.116,-0.331,0.216,98.000
00:00:15.630,0.115,-0.111,-0.332,0.218,98.000
00:00:15.640,0.070,-0.105,-0.334,0.219,98.000
00:00:15.650,0.035,-0.099,-0.336,0.220,98.000
00:00:15.660,0.010,-0.099,-0.335,0.221,98.000
00:00:15.670,0.010,-0.099,-0.335,0.222,98.000
00:00:15.680,0.000,-0.099,-0.335,0.223,98.000
00:00:15.690,0.000,-0.099,-0.334,0.225,98.000
00:00:15.700,-0.005,-0.099,-0.334,0.226,98.000
00:00:15.710,0.000,-0.099,-0.334,0.227,98.000
00:00:15.720,0.000,-0.099,-0.334,0.227,98.000
00:00:15.730,0.000,-0.099,-0.334,0.228,98.000
00:00:15.740,0.000,-0.099,-0.334,0.229,98.000
00:00:15.750,0.000,-0.099,-0.333,0.230,98.000
00:00:15.760,0.000,-0.097,-0.333,0.231,98.000
00:00:15.770,0.000,-0.096,-0.333,0.232,98.000
00:00:15.780,-0.010,-0.094,-0.332,0.233,98.000
00:00:15.790,-0.010,-0.093,-0.332,0.234,98.000
00:00:15.800,-0.015,-0.092,-0.331,0.235,98.000
00:00:15.810,-0.025,-0.087,-0.332,0.235,98.000
00:00:15.820,-0.030,-0.083,-0.333,0.236,98.000
00:00:15.830,-0.040,-0.079,-0.333,0.237,98.000
00:00:15.840,-0.045,-0.075,-0.334,0.238,98.000
00:00:15.850,-0.055,-0.070,-0.334,0.238,98.000
00:00:15.860,-0.055,-0.073,-0.332,0.239,98.000
00:00:15.870,-0.060,-0.076,-0.331,0.240,98.000
00:00:15.880,-0.060,-0.079,-0.329,0.240,98.000
00:00:15.890,-0.065,-0.082,-0.327,0.241,98.000
00:00:15.900,-0.065,-0.085,-0.325,0.241,98.000
00:00:15.910,-0.065,-0.092,-0.322,0.242,98.000
00:00:15.920,-0.060,-0.098,-0.319,0.242,98.000
00:00:15.930,-0.065,-0.105,-0.316,0.243,98.000
00:00:15.940,-0.065,-0.111,-0.313,0.244,98.000
00:00:15.950,-0.080,-0.118,-0.310,0.244,98.000
00:00:15.960,-0.075,-0.120,-0.305,0.245,98.000
00:00:15.970,-0.080,-0.122,-0.301,0.245,98.000
00:00:15.980,-0.070,-0.124,-0.297,0.246,98.000
00:00:15.990,-0.085,-0.127,-0.292,0.246,98.000
00:00:16.000,-0.070,-0.129,-0.288,0.247,98.000
00:00:16.010,-0.085,-0.137,-0.279,0.247,98.000
00:00:16.020,-0.070,-0.146,-0.271,0.248,98.000
00:00:16.030,-0.085,-0.154,-0.262,0.248,98.000
00:00:16.040,-0.070,-0.163,-0.254,0.249,98.000
00:00:16.050,-0.090,-0.171,-0.245,0.249,98.000
00:00:16.060,-0.080,-0.164,-0.246,0.250,98.000
00:00:16.070,-0.090,-0.158,-0.246,0.250,98.000
00:00:16.080,-0.075,-0.151,-0.246,0.251,98.000
00:00:16.090,-0.095,-0.145,-0.247,0.251,98.000
00:00:16.100,-0.080,-0.138,-0.247,0.251,98.000
00:00:16.110,-0.055,-0.142,-0.244,0.252,98.000
00:00:16.120,0.005,-0.145,-0.240,0.252,98.000
00:00:16.130,0.040,-0.149,-0.237,0.253,98.000
00:00:16.140,0.040,-0.152,-0.233,0.253,98.000
00:00:16.150,0.150,-0.156,-0.230,0.254,98.000
00:00:16.160,0.140,-0.164,-0.226,0.254,98.000
00:00:16.170,0.065,-0.172,-0.222,0.255,98.000
00:00:16.180,0.005,-0.180,-0.218,0.255,98.000
00:00:16.190,-0.045,-0.188,-0.214,0.256,98.000
00:00:16.200,-0.055,-0.196,-0.210,0.256,98.000
00:00:16.210,-0.190,-0.196,-0.212,0.256,98.000
00:00:16.220,-0.190,-0.195,-0.214,0.257,98.000
00:00:16.230,-0.210,-0.195,-0.216,0.257,98.000
00:00:16.240,-0.180,-0.195,-0.219,0.257,98.000
00:00:16.250,-0.205,-0.194,-0.221,0.258,98.000
00:00:16.260,-0.160,-0.192,-0.221,0.258,98.000
00:00:16.270,0.255,-0.189,-0.222,0.259,98.000
00:00:16.280,1.150,-0.187,-0.223,0.259,98.000
00:00:16.290,1.640,-0.184,-0.223,0.259,98.000
00:00:16.300,0.005,-0.182,-0.224,0.260,98.000
00:00:16.310,-0.720,-0.178,-0.221,0.260,98.000
00:00:16.320,-0.590,-0.173,-0.218,0.260,98.000
00:00:16.330,-0.365,-0.169,-0.215,0.261,98.000
00:00:16.340,-0.155,-0.165,-0.212,0.261,98.000
00:00:16.350,-0.180,-0.160,-0.209,0.261,98.000
00:00:16.360,-0.145,-0.165,-0.205,0.262,98.000
00:00:16.370,-0.155,-0.169,-0.202,0.262,98.000
00:00:16.380,-0.125,-0.173,-0.198,0.262,98.000
00:00:16.390,-0.130,-0.178,-0.195,0.262,98.000
00:00:16.400,-0.095,-0.182,-0.191,0.263,98.000
00:00:16.410,-0.095,-0.187,-0.191,0.263,98.000
00:00:16.420,-0.060,-0.192,-0.192,0.263,98.000
00:00:16.430,-0.055,-0.196,-0.192,0.263,98.000
00:00:16.440,-0.015,-0.201,-0.192,0.264,98.000
00:00:16.450,-0.005,-0.205,-0.193,0.264,98.000
00:00:16.460,0.025,-0.203,-0.198,0.264,98.000
00:00:16.470,0.045,-0.201,-0.203,0.264,98.000
00:00:16.480,0.085,-0.199,-0.208,0.264,98.000
00:00:16.490,0.115,-0.197,-0.213,0.264,98.000
00:00:16.500,0.165,-0.195,-0.218,0.265,98.000
00:00:16.510,0.205,-0.185,-0.227,0.265,98.000
00:00:16.520,0.245,-0.175,-0.237,0.265,98.000
00:00:16.530,0.250,-0.165,-0.246,0.265,98.000
00:00:16.540,0.260,-0.155,-0.256,0.265,98.000
00:00:16.550,0.255,-0.145,-0.265,0.265,98.000
00:00:16.560,0.250,-0.150,-0.265,0.265,98.000
00:00:16.570,0.250,-0.156,-0.265,0.265,98.000
00:00:16.580,0.230,-0.161,-0.265,0.265,98.000
00:00:16.590,0.185,-0.166,-0.265,0.265,98.000
00:00:16.600,0.145,-0.171,-0.265,0.266,98.000
00:00:16.610,0.105,-0.174,-0.266,0.266,98.000
00:00:16.620,0.060,-0.177,-0.268,0.266,98.000
00:00:16.630,0.025,-0.181,-0.269,0.266,98.000
00:00:16.640,0.005,-0.184,-0.270,0.266,98.000
00:00:16.650,0.000,-0.187,-0.272,0.266,98.000
00:00:16.660,-0.010,-0.182,-0.277,0.266,98.000
00:00:16.670,0.000,-0.176,-0.283,0.266,98.000
00:00:16.680,0.000,-0.170,-0.288,0.266,98.000
00:00:16.690,0.000,-0.165,-0.294,0.266,98.000
00:00:16.700,0.000,-0.159,-0.300,0.266,98.000
00:00:16.710,0.000,-0.154,-0.304,0.266,98.000
00:00:16.720,0.000,-0.149,-0.309,0.266,98.000
00:00:16.730,0.005,-0.145,-0.314,0.265,98.000
00:00:16.740,0.000,-0.140,-0.318,0.265,98.000
00:00:16.750,-0.005,-0.136,-0.323,0.265,98.000
00:00:16.760,-0.005,-0.133,-0.327,0.265,98.000
00:00:16.770,-0.010,-0.130,-0.331,0.265,98.000
00:00:16.780,-0.015,-0.127,-0.335,0.265,98.000
00:00:16.790,-0.020,-0.124,-0.339,0.265,98.000
00:00:16.800,-0.025,-0.121,-0.343,0.265,98.000
00:00:16.810,-0.035,-0.119,-0.343,0.265,98.000
00:00:16.820,-0.045,-0.117,-0.344,0.265,98.000
00:00:16.830,-0.035,-0.115,-0.344,0.265,98.000
00:00:16.840,-0.050,-0.113,-0.345,0.265,98.000
00:00:16.850,-0.050,-0.111,-0.346,0.265,98.000
00:00:16.860,-0.055,-0.106,-0.347,0.265,98.000
00:00:16.870,-0.055,-0.101,-0.348,0.265,98.000
00:00:16.880,-0.060,-0.096,-0.349,0.265,98.000
00:00:16.890,-0.055,-0.091,-0.351,0.265,98.000
00:00:16.900,-0.060,-0.086,-0.352,0.265,98.000
00:00:16.910,-0.065,-0.088,-0.351,0.265,98.000
00:00:16.920,-0.065,-0.090,-0.351,0.265,98.000
00:00:16.930,-0.060,-0.093,-0.350,0.265,98.000
00:00:16.940,-0.060,-0.095,-0.349,0.264,98.000
00:00:16.950,-0.050,-0.098,-0.348,0.264,98.000
00:00:16.960,-0.070,-0.097,-0.348,0.263,98.000
00:00:16.970,-0.060,-0.096,-0.348,0.262,98.000
00:00:16.980,-0.065,-0.095,-0.348,0.261,98.000
00:00:16.990,-0.055,-0.094,-0.348,0.260,98.000
00:00:17.000,-0.070,-0.093,-0.347,0.259,98.000
00:00:17.010,-0.060,-0.091,-0.347,0.257,98.000
00:00:17.020,-0.080,-0.088,-0.347,0.255,98.000
00:00:17.030,-0.065,-0.086,-0.347,0.253,98.000
00:00:17.040,-0.080,-0.083,-0.347,0.252,98.000
00:00:17.050,-0.080,-0.081,-0.346,0.250,98.000
00:00:17.060,-0.085,-0.085,-0.346,0.248,98.000
00:00:17.070,-0.075,-0.090,-0.345,0.246,98.000
00:00:17.080,-0.085,-0.095,-0.344,0.244,98.000
00:00:17.090,-0.075,-0.099,-0.344,0.242,98.000
00:00:17.100,-0.090,-0.104,-0.343,0.240,98.000
00:00:17.110,-0.080,-0.104,-0.342,0.238,98.000
00:00:17.120,-0.045,-0.104,-0.342,0.236,98.000
00:00:17.130,0.000,-0.104,-0.341,0.234,98.000
00:00:17.140,0.040,-0.104,-0.340,0.232,98.000
00:00:17.150,0.070,-0.104,-0.340,0.230,98.000
00:00:17.160,0.180,-0.096,-0.340,0.228,98.000
00:00:17.170,0.145,-0.089,-0.340,0.226,98.000
00:00:17.180,0.050,-0.081,-0.340,0.224,98.000
00:00:17.190,0.000,-0.074,-0.340,0.222,98.000
00:00:17.200,-0.035,-0.066,-0.340,0.220,98.000
00:00:17.210,-0.085,-0.064,-0.340,0.218,98.000
00:00:17.220,-0.185,-0.061,-0.340,0.216,98.000
00:00:17.230,-0.185,-0.059,-0.340,0.214,98.000
00:00:17.240,-0.190,-0.056,-0.340,0.212,98.000
00:00:17.250,-0.170,-0.054,-0.340,0.211,98.000
00:00:17.260,-0.225,-0.056,-0.341,0.209,98.000
00:00:17.270,-0.025,-0.059,-0.341,0.208,98.000
00:00:17.280,0.500,-0.062,-0.342,0.206,98.000
00:00:17.290,1.130,-0.064,-0.343,0.204,98.000
00:00:17.300,1.185,-0.067,-0.343,0.203,98.000
00:00:17.310,-0.070,-0.068,-0.342,0.201,98.000
00:00:17.320,-0.700,-0.070,-0.342,0.200,98.000
00:00:17.330,-0.620,-0.071,-0.341,0.198,98.000
00:00:17.340,-0.355,-0.072,-0.340,0.196,98.000
00:00:17.350,-0.150,-0.074,-0.339,0.195,98.000
00:00:17.360,-0.160,-0.081,-0.337,0.193,98.000
00:00:17.370,-0.140,-0.088,-0.334,0.191,98.000
00:00:17.380,-0.145,-0.095,-0.331,0.190,98.000
00:00:17.390,-0.120,-0.103,-0.328,0.188,98.000
00:00:17.400,-0.115,-0.110,-0.326,0.187,98.000
00:00:17.410,-0.095,-0.107,-0.328,0.186,98.000
00:00:17.420,-0.085,-0.105,-0.330,0.185,98.000
00:00:17.430,-0.075,-0.102,-0.332,0.183,98.000
00:00:17.440,-0.065,-0.099,-0.334,0.182,98.000
00:00:17.450,-0.030,-0.097,-0.336,0.181,98.000
00:00:17.460,-0.015,-0.088,-0.339,0.180,98.000
00:00:17.470,0.010,-0.079,-0.342,0.179,98.000
00:00:17.480,0.030,-0.070,-0.344,0.178,98.000
00:00:17.490,0.080,-0.061,-0.347,0.177,98.000
00:00:17.500,0.100,-0.052,-0.350,0.176,98.000
00:00:17.510,0.140,-0.059,-0.348,0.175,98.000
00:00:17.520,0.170,-0.066,-0.347,0.174,98.000
00:00:17.530,0.215,-0.073,-0.346,0.173,98.000
00:00:17.540,0.230,-0.080,-0.345,0.172,98.000
00:00:17.550,0.245,-0.086,-0.344,0.171,98.000
00:00:17.560,0.245,-0.085,-0.343,0.170,98.000
00:00:17.570,0.260,-0.084,-0.342,0.169,98.000
00:00:17.580,0.240,-0.082,-0.341,0.168,98.000
00:00:17.590,0.225,-0.081,-0.340,0.167,98.000
00:00:17.600,0.180,-0.080,-0.339,0.167,98.000
00:00:17.610,0.160,-0.075,-0.339,0.166,98.000
00:00:17.620,0.115,-0.070,-0.339,0.165,98.000
00:00:17.630,0.065,-0.065,-0.339,0.164,98.000
00:00:17.640,0.045,-0.060,-0.339,0.163,98.000
00:00:17.650,0.045,-0.056,-0.339,0.162,98.000
00:00:17.660,0.015,-0.060,-0.338,0.161,98.000
00:00:17.670,0.000,-0.065,-0.338,0.160,98.000
00:00:17.680,0.005,-0.069,-0.337,0.160,98.000
00:00:17.690,0.005,-0.074,-0.336,0.159,98.000
00:00:17.700,0.010,-0.078,-0.335,0.158,98.000
00:00:17.710,0.000,-0.081,-0.334,0.157,98.000
00:00:17.720,0.000,-0.083,-0.332,0.156,98.000
00:00:17.730,-0.005,-0.085,-0.330,0.155,98.000
00:00:17.740,-0.005,-0.088,-0.329,0.154,98.000
00:00:17.750,-0.010,-0.090,-0.327,0.153,98.000
00:00:17.760,-0.020,-0.087,-0.327,0.152,98.000
00:00:17.770,-0.030,-0.085,-0.327,0.151,98.000
00:00:17.780,-0.030,-0.082,-0.328,0.150,98.000
00:00:17.790,-0.025,-0.080,-0.328,0.149,98.000
00:00:17.800,-0.040,-0.077,-0.328,0.148,98.000
00:00:17.810,-0.030,-0.073,-0.328,0.147,98.000
00:00:17.820,-0.060,-0.069,-0.328,0.146,98.000
00:00:17.830,-0.050,-0.065,-0.328,0.145,98.000
00:00:17.840,-0.045,-0.061,-0.327,0.144,98.000
00:00:17.850,-0.045,-0.058,-0.327,0.143,98.000
00:00:17.860,-0.055,-0.056,-0.327,0.142,98.000
00:00:17.870,-0.060,-0.054,-0.326,0.141,98.000
00:00:17.880,-0.055,-0.053,-0.325,0.140,98.000
00:00:17.890,-0.065,-0.051,-0.324,0.139,98.000
00:00:17.900,-0.065,-0.050,-0.323,0.138,98.000
00:00:17.910,-0.060,-0.053,-0.322,0.136,98.000
00:00:17.920,-0.055,-0.056,-0.321,0.135,98.000
00:00:17.930,-0.060,-0.059,-0.320,0.134,98.000
00:00:17.940,-0.070,-0.062,-0.319,0.133,98.000
00:00:17.950,-0.055,-0.065,-0.318,0.132,98.000
00:00:17.960,-0.075,-0.067,-0.316,0.130,98.000
00:00:17.970,-0.060,-0.069,-0.315,0.129,98.000
00:00:17.980,-0.075,-0.071,-0.313,0.128,98.000
00:00:17.990,-0.075,-0.072,-0.312,0.126,98.000
00:00:18.000,-0.080,-0.074,-0.310,0.125,98.000
00:00:18.010,-0.080,-0.073,-0.308,0.124,98.000
00:00:18.020,-0.090,-0.072,-0.307,0.122,98.000
00:00:18.030,-0.080,-0.070,-0.305,0.120,98.000
00:00:18.040,-0.090,-0.069,-0.303,0.119,98.000
00:00:18.050,-0.070,-0.068,-0.302,0.117,98.000
00:00:18.060,-0.070,-0.071,-0.300,0.116,98.000
00:00:18.070,-0.020,-0.073,-0.298,0.114,98.000
00:00:18.080,0.025,-0.076,-0.297,0.112,98.000
00:00:18.090,0.045,-0.079,-0.295,0.110,98.000
00:00:18.100,0.100,-0.081,-0.294,0.108,98.000
00:00:18.110,0.185,-0.078,-0.294,0.106,98.000
00:00:18.120,0.130,-0.074,-0.294,0.104,98.000
00:00:18.130,0.040,-0.071,-0.294,0.102,98.000
00:00:18.140,-0.030,-0.067,-0.294,0.100,98.000
00:00:18.150,-0.020,-0.064,-0.294,0.098,98.000
00:00:18.160,-0.130,-0.063,-0.292,0.096,98.000
00:00:18.170,-0.155,-0.062,-0.291,0.094,98.000
00:00:18.180,-0.170,-0.061,-0.289,0.092,98.000
00:00:18.190,-0.165,-0.060,-0.288,0.090,98.000
00:00:18.200,-0.180,-0.060,-0.286,0.088,98.000
00:00:18.210,-0.200,-0.066,-0.284,0.086,98.000
00:00:18.220,0.145,-0.073,-0.282,0.083,98.000
00:00:18.230,0.845,-0.079,-0.280,0.081,98.000
00:00:18.240,1.350,-0.086,-0.278,0.079,98.000
00:00:18.250,0.575,-0.092,-0.276,0.077,98.000
00:00:18.260,-0.295,-0.093,-0.275,0.074,98.000
00:00:18.270,-0.665,-0.093,-0.273,0.072,98.000
00:00:18.280,-0.545,-0.093,-0.272,0.070,98.000
00:00:18.290,-0.275,-0.094,-0.270,0.068,98.000
00:00:18.300,-0.160,-0.094,-0.268,0.066,98.000
00:00:18.310,-0.150,-0.085,-0.269,0.064,98.000
00:00:18.320,-0.145,-0.076,-0.269,0.062,98.000
00:00:18.330,-0.135,-0.067,-0.270,0.060,98.000
00:00:18.340,-0.140,-0.058,-0.271,0.058,98.000
00:00:18.350,-0.125,-0.048,-0.271,0.057,98.000
00:00:18.360,-0.105,-0.044,-0.274,0.055,98.000
00:00:18.370,-0.085,-0.040,-0.276,0.053,98.000
00:00:18.380,-0.070,-0.035,-0.278,0.051,98.000
00:00:18.390,-0.055,-0.031,-0.280,0.050,98.000
00:00:18.400,-0.040,-0.026,-0.283,0.048,98.000
00:00:18.410,0.000,-0.032,-0.282,0.047,98.000
00:00:18.420,0.020,-0.038,-0.282,0.045,98.000
00:00:18.430,0.065,-0.043,-0.282,0.044,98.000
00:00:18.440,0.065,-0.049,-0.282,0.042,98.000
00:00:18.450,0.105,-0.054,-0.281,0.041,98.000
00:00:18.460,0.140,-0.055,-0.279,0.039,98.000
00:00:18.470,0.190,-0.055,-0.277,0.038,98.000
00:00:18.480,0.195,-0.056,-0.275,0.036,98.000
00:00:18.490,0.225,-0.056,-0.273,0.035,98.000
00:00:18.500,0.220,-0.057,-0.271,0.033,98.000
00:00:18.510,0.220,-0.058,-0.269,0.032,98.000
00:00:18.520,0.230,-0.059,-0.266,0.030,98.000
00:00:18.530,0.215,-0.060,-0.263,0.029,98.000
00:00:18.540,0.175,-0.061,-0.260,0.028,98.000
00:00:18.550,0.135,-0.062,-0.257,0.026,98.000
00:00:18.560,0.090,-0.058,-0.256,0.025,98.000
00:00:18.570,0.050,-0.055,-0.256,0.023,98.000
00:00:18.580,0.025,-0.051,-0.256,0.022,98.000
00:00:18.590,0.010,-0.048,-0.255,0.020,98.000
00:00:18.600,-0.005,-0.044,-0.255,0.019,98.000
00:00:18.610,-0.015,-0.045,-0.252,0.017,98.000
00:00:18.620,-0.010,-0.045,-0.248,0.015,98.000
00:00:18.630,0.000,-0.046,-0.245,0.014,98.000
00:00:18.640,0.000,-0.046,-0.242,0.012,98.000
00:00:18.650,0.000,-0.047,-0.239,0.010,98.000
00:00:18.660,0.000,-0.058,-0.230,0.009,98.000
00:00:18.670,0.000,-0.069,-0.221,0.007,98.000
00:00:18.680,0.000,-0.080,-0.212,0.005,98.000
00:00:18.690,-0.005,-0.091,-0.203,0.003,98.000
00:00:18.700,0.000,-0.103,-0.193,0.002,98.000
00:00:18.710,-0.025,-0.098,-0.194,-0.000,98.000
00:00:18.720,-0.025,-0.094,-0.195,-0.002,98.000
00:00:18.730,-0.025,-0.089,-0.196,-0.004,98.000
00:00:18.740,-0.025,-0.085,-0.197,-0.006,98.000
00:00:18.750,-0.030,-0.081,-0.199,-0.008,98.000
00:00:18.760,-0.050,-0.070,-0.202,-0.010,98.000
00:00:18.770,-0.035,-0.060,-0.205,-0.012,98.000
00:00:18.780,-0.050,-0.050,-0.209,-0.014,98.000
00:00:18.790,-0.045,-0.040,-0.212,-0.016,98.000
00:00:18.800,-0.055,-0.030,-0.216,-0.019,98.000
00:00:18.810,-0.050,-0.035,-0.208,-0.021,98.000
00:00:18.820,-0.055,-0.041,-0.201,-0.023,98.000
00:00:18.830,-0.055,-0.046,-0.194,-0.025,98.000
00:00:18.840,-0.080,-0.052,-0.186,-0.028,98.000
00:00:18.850,-0.050,-0.057,-0.179,-0.030,98.000
00:00:18.860,-0.065,-0.059,-0.175,-0.032,98.000
00:00:18.870,-0.050,-0.060,-0.171,-0.035,98.000
00:00:18.880,-0.080,-0.061,-0.166,-0.037,98.000
00:00:18.890,-0.075,-0.062,-0.162,-0.040,98.000
00:00:18.900,-0.075,-0.063,-0.158,-0.042,98.000
00:00:18.910,-0.075,-0.063,-0.155,-0.045,98.000
00:00:18.920,-0.085,-0.063,-0.152,-0.047,98.000
00:00:18.930,-0.060,-0.063,-0.149,-0.050,98.000
00:00:18.940,-0.080,-0.063,-0.146,-0.052,98.000
00:00:18.950,-0.085,-0.063,-0.143,-0.055,98.000
00:00:18.960,-0.075,-0.069,-0.139,-0.058,97.000
00:00:18.970,-0.020,-0.075,-0.134,-0.060,97.000
00:00:18.980,0.020,-0.082,-0.129,-0.063,97.000
